@relation 'preprocessed'
@attribute 'C' numeric
@attribute 'RPF' numeric
@attribute 'IP' numeric
@attribute 'k' numeric
@attribute 'D' numeric
@attribute 'FP' numeric
@attribute 'W' numeric
@attribute 'AN' numeric
@attribute 'CP' numeric
@attribute 'PP' numeric
@attribute 'V' numeric
@attribute 'kc' numeric
@attribute 'IPc' numeric
@attribute 'Class' {'1','2','3'}
@data
0.22834116856951,0.330629567591333,0.294207317073171,0.212883300242665,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"1"
0.378106111484218,0.160194966751334,0.378048780487805,0.178027796161482,1,0.58287795992714,0.286911669890393,0.607142857142857,0.555555555555556,0.6,1,0.483890890375708,0.5125,"2"
0.404969778374748,0.103268444331767,0.123475609756098,0.276123244356203,0.290598290598288,0.817850637522769,0.281753707285622,1,0.333333333333333,0.2,0.199652777777778,0.548224395265054,0.227083333333333,"2"
0.606447280053727,0.0678570334796522,0.246189024390244,0.193396573277447,0.32478632478632,0,0.201160541586074,0.803571428571428,0.222222222222222,0.2,0.399305555555556,0.392279979413278,0.3,"2"
0.391537944929483,0.0922473815804333,0.22484756097561,0.262519302889918,0.256410256410255,1,0,1,0.222222222222222,0.2,0.486111111111111,0.353679876479671,0.4375,"2"
1,0.043000346788551,0.0891768292682927,0.42753143613501,0.205128205128202,0.814207650273224,1,1,0.555555555555556,0.6,0.52951388888889,1,0,"2"
0.642713230355944,0.0412186901580666,0.17530487804878,0.347084344437091,0.145299145299149,0.781420765027322,0.597678916827853,0.214285714285714,0.666666666666667,0.8,0.571180555555556,0.964590838908904,0.245833333333333,"2"
0.64204163868368,0.0648014895712993,0.342225609756098,0.182366350466946,0,0.22040072859745,0.908446163765313,0.392857142857143,1,0.8,0.414930555555557,0.572979927946474,0.4,"2"
0.9341840161182,0.0162731716492636,0.385670731707317,0.165012133245092,0,0.22040072859745,0.908446163765313,0.392857142857143,1,0.8,0.414930555555557,0.572979927946474,0.4,"2"
0.943586299529886,0.0390291743672075,0.295731707317073,0.197146849033017,0.0683760683760642,0.41712204007286,0.8357833655706,0.460714285714286,0.888888888888889,1,0.614583333333333,0.962840967575914,0.225,"2"
0.621222296843519,0.0256328986465588,0.123475609756098,0.479520552981837,0.0683760683760642,0.41712204007286,0.8357833655706,0.460714285714286,0.888888888888889,1,0.614583333333333,0.962840967575914,0.225,"2"
0.260577568838146,0.108890966378209,0.378810975609756,0.171850871387602,0.0598290598290635,0.426229508196721,0.316569954867827,0.428571428571428,0.555555555555556,0.6,0.385416666666667,0,1,"2"
0.959032907991941,0.0842881053751924,0.480945121951219,0.162879623501728,0.299145299145298,0.56648451730419,0.359123146357189,0.321428571428571,0,0,0,0.634791559444159,0.272916666666667,"2"
0.600402955003358,0.144828251064749,0.364329268292683,0.235164350319876,0.299145299145298,0.56648451730419,0.359123146357189,0.321428571428571,0,0,0,0.634791559444159,0.272916666666667,"2"
0.411685695097381,0.0743376760536837,0.283536585365854,0.214795205529818,0.153846153846149,0.8816029143898,0.958091553836235,0,0.666666666666667,1,0.371527777777778,0.0371590324240865,0.566666666666667,"2"
0.658159838817999,0.0684909313232802,0.347560975609756,0.194793734833444,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"2"
0.471457353928811,0.0984220919595235,0.267530487804878,0.242885506287227,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"2"
0.378777703156481,0.135673084699688,0.246951219512195,0.216265901904552,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"2"
0.476158495634654,0.110214341717015,0.390243902439024,0.169718361644239,1,0.58287795992714,0.286911669890393,0.607142857142857,0.555555555555556,0.6,1,0.483890890375708,0.5125,"3"
0.486903962390866,0.0804299450408608,0.143292682926829,0.312743584087065,0.290598290598288,0.817850637522769,0.281753707285622,1,0.333333333333333,0.2,0.199652777777778,0.548224395265054,0.227083333333333,"3"
0.740094022834117,0.0325130075540796,0.246189024390244,0.158467534377528,0.32478632478632,0,0.201160541586074,0.803571428571428,0.222222222222222,0.2,0.399305555555556,0.392279979413278,0.3,"3"
0.606447280053727,0.0372206397453645,0.185975609756098,0.18824913596588,0.32478632478632,0,0.201160541586074,0.803571428571428,0.222222222222222,0.2,0.399305555555556,0.392279979413278,0.3,"3"
0.460040295500336,0.0432803232305803,0.190548780487805,0.328406500477976,0.256410256410255,1,0,1,0.222222222222222,0.2,0.486111111111111,0.353679876479671,0.4375,"3"
0.963062458025521,0.0125993721652628,0.0396341463414634,0.605926906390176,0.205128205128202,0.814207650273224,1,1,0.555555555555556,0.6,0.52951388888889,1,0,"3"
0.626595030221625,0,0.0922256097560975,0.518052797999853,0.145299145299149,0.781420765027322,0.597678916827853,0.214285714285714,0.666666666666667,0.8,0.571180555555556,0.964590838908904,0.245833333333333,"3"
0.617864338482203,0.0468916741167257,0.282012195121951,0.210971394955511,0,0.22040072859745,0.908446163765313,0.392857142857143,1,0.8,0.414930555555557,0.572979927946474,0.4,"3"
0.975822699798523,0.0108272209955708,0.389481707317073,0.118243988528568,0,0.22040072859745,0.908446163765313,0.392857142857143,1,0.8,0.414930555555557,0.572979927946474,0.4,"3"
0.93216924110141,0.0139102155651718,0.227134146341463,0.292227369659534,0.0683760683760642,0.41712204007286,0.8357833655706,0.460714285714286,0.888888888888889,1,0.614583333333333,0.962840967575914,0.225,"3"
0.638683680322364,0.0673911495087177,0.205030487804878,0.314067210824325,0.0683760683760642,0.41712204007286,0.8357833655706,0.460714285714286,0.888888888888889,1,0.614583333333333,0.962840967575914,0.225,"3"
0.232370718603089,0.127907179790476,0.368140243902439,0.160379439664681,0.0598290598290635,0.426229508196721,0.316569954867827,0.428571428571428,0.555555555555556,0.6,0.385416666666667,0,1,"3"
1,0.0706294791305964,0.466463414634146,0.150819913228914,0.299145299145298,0.56648451730419,0.359123146357189,0.321428571428571,0,0,0,0.634791559444159,0.272916666666667,"3"
0.821356615177972,0.0751132525243743,0.370426829268293,0.152878888153541,0.299145299145298,0.56648451730419,0.359123146357189,0.321428571428571,0,0,0,0.634791559444159,0.272916666666667,"3"
0.664204163868368,0.113431246982132,0.352134146341463,0.207441723656151,0.299145299145298,0.56648451730419,0.359123146357189,0.321428571428571,0,0,0,0.634791559444159,0.272916666666667,"3"
0.409670920080591,0.0412896408541865,0.213414634146341,0.220898595484962,0.153846153846149,0.8816029143898,0.958091553836235,0,0.666666666666667,1,0.371527777777778,0.0371590324240865,0.566666666666667,"3"
0.636668905305574,0.00474200818131149,0.285823170731707,0.18471946466652,0.153846153846149,0.8816029143898,0.958091553836235,0,0.666666666666667,1,0.371527777777778,0.0371590324240865,0.566666666666667,"3"
0.650772330423103,0.0321214481199357,0.254573170731707,0.223031105228326,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"3"
0.779046339825386,0.0109526046784312,0.270579268292683,0.166335759982352,0.0940170940170956,0.907103825136612,0.563507414571245,0.178571428571429,0.666666666666667,0.6,0.829861111111111,0.652856407617087,0.38125,"3"
